Q1_Humanity,Q2_Transparency,Q3_Capability,Q4_Reliabiltiy ,Q5_OpenEnded,PageName,Number_ProductLines,Age of Account (Month),Monthly Spend,Is_Seller?,Is_Subscriber?,Direct_Buyer?
6,6,7,7,I have had nothing but great experiences purchasing and dealing with sellers ,Product,2,16,70.64,No,Yes,yes
5,3,6,5,"only game in town. I don't like the other e-services
",OrderComplete,1,9,22.44,No,No,yes
7,7,7,7,"Shipments arrive at the time promised. Suggested cards (mtg) are right on the money, even led me to make more purchases! I only order (mtg) cards from TCG player!!",Product,1,33,7.98,No,No,yes
4,3,6,5,article page takes me to another domain,Search,1,26,62.19,No,No,yes
4,6,7,7,Never felt empathy from a company ,Product,2,78,14.63,Yes,No,no
7,4,7,7,I've only had 1 wrong order single card sent to me and it was immediately fixed. Over a decade with only one mistake. I love TcgPlayer,Product,2,35,47.15,Yes,No,yes
7,6,5,4,I’ve had a good experience with their services although some sellers list cards as near mint despite having some damages on them.,Product,1,1,112.65,No,No,yes
6,5,6,6,Haven't had any bad interactions with the support staff. Individual sellers have also been good on questions related to the orders or cancelations if I made a mistake.,Product,1,24,101.65,No,No,yes
5,5,7,5,"I think it would be nice for sellers to have the option to call a team member.  It's just so slow using emails for communication - I'm sure you guys know that, lol.  As a seller, without access to cheap tracking, integrated shipping could be a game changer.  I know I would list more of my high end inventory if I had that peace of mind.
I also realize there have been a few leadership changes over the past year.  Hopefully some stability will help us all.  I mean it's a lot on everyone, to be honest.
I loveeeee the verified feature from tcg direct - just for peace of mind - I don't want to sell junk you know so I almost exclusively use direct for the promise of verified cards. 
Hard to know how you guys treat other folks - I think I may have had like two interactions on here.  As a buyer, it's a nightmare.  As a seller, it's super unfortunate that you can apologize, refund the buyer, ship them replacements... and they can still leave negative/neutral feedback.  Dang I'm not a machine lol things happen.
Either way love you guys! 
Thanks for letting me sell on here",HomePage,3,20,83.8,No,No,yes
4,4,6,6,"I haven't used TCGplayer enough to answer all of the questions, so the first 2 questions I went with the neutral option as I believe I am not qualified to really think one way or the other without experiencing TCGplayer more. As for agreeing with the last 2 questions, from the limited time I have used TCGplayer, I agree that everything promised was delivered as far as my expectations went, and the experiences I have had, albeit a small sample size, were good ones.",Search,1,29,515.9,No,Yes,yes
6,6,5,6,Love TCG player but believe it could be easier to sort and select the cards you’re looking for ,Search,5,92,51.83,No,Yes,yes
7,7,7,7,I think TCGplayer is a great site and very trustworthy ,Product,3,84,29.58,No,No,yes
7,7,7,6,"Very good/reliable place for checking prices, and buying trading cards.",Search,7,27,198.94,No,No,yes
7,6,6,6,i've rarely had any problems( problems happen every day not and issue just a part of life)but when they arrived here they were handled fast and without loss from my side at least sad i missed out on some cheaper purchases because of mail mix ups but thats life.,Product,2,10,304.56,No,No,yes
3,2,2,3,Its hard to agree with these statements based on stereotypes as well as poor customer satisfaction from myself and from other community members. Greater transparency for card condition as well as a need for photos for card(s) would be lovely. ,Product,1,12,52.05,No,No,yes
5,3,2,3,"TCGplayer allows ANYONE to sell. A lot of bad apples come up and sell on the platform. If you're going to buy from a seller who is new and has no reputation, even if the price is incredible, its such a risk, and I don't feel comfortable buying from everyone. Certain items, that are higher in value I ESPECIALLY wont buy from TCGPLAYER because I cant contact the seller in advance and ask to see images of the card or verify its condition until it arrives. If I'm spending 100's of dollars on one card in near mint and not a counterfeit, its too big a risk to take. There is no authenticity guarantee like ebay.",Product,3,126,10.21,No,No,yes
1,1,1,1,Scalpers are garbage,Product,2,12,193.45,No,Yes,yes
7,7,6,7,"Not all TCG Player products and offerings resonate with the more casual audience, but the ongoing effort to appeal to all levels of customer is noticeable and rapidly on the rise. Top notch customer service on both the buyer and seller end!!!",HomePage,2,10,10.65,Yes,No,yes
1,7,7,6,I haven’t bought to many things on here YET but I definitely plan on buying here I almost always find the best prices and I’ve only had one time where I got a damaged card that was listed as mint but they fully refunded my money so I’m still very happy with this site!!,Product,1,10,26.75,No,No,no
4,7,7,7,Site is great and what I want.,Search,1,18,35.99,No,No,yes
6,6,7,6,yes,Infinite,3,8,27.18,No,No,no
7,7,7,7,"I love this site, use it for all my card buying needs",Product,1,5,103.38,No,No,yes
7,7,7,7,Never had a problem with the site or any of the sellers!,Product,1,7,20.51,No,No,yes
5,6,5,3,Ordered a card that ibpayed for but never got wrote in and still never got a response or my card that I payed 21.50 for ,Product,1,1,73.07,No,No,yes
4,6,5,6,I don't think I engage enough with TCGPlayer the company to have a strong negative or positive opinion. I haven't had a negative interaction with support which is a plus.,HomePage,4,10,46.14,No,No,yes
7,7,7,7,"I have never been dissatisfied with my purchases on TCGplayer, this is because the site promotes good seller behavioral activity and therefore I have never purchased from a bad seller. Thus I prefer this site over other marketplaces.",Search,2,48,118.02,No,No,yes
4,7,6,2,Direct shipping is not the best quality and I’d rather never use direct shipping after seeing other people’s packages ,Infinite,1,14,4.76,No,No,yes
4,6,2,5,you need to encourage more shipping out side the usa getting cards to canada is a huge pain in the ass,Search,1,1,511.93,No,No,yes
4,5,5,4,I haven't used tcgplayer much so I don't have many opinions yet.,HomePage,2,13,145.46,No,Yes,no
1,5,4,4,"Company don't demonstrate empathy or kindness, only interest",Infinite,3,25,119.18,No,No,yes
4,1,4,4,Reds pikachu,Search,4,42,67.58,No,No,yes
7,7,7,7,Everybody who isn't a thief would agree to the positive easily.,HomePage,1,5,36.04,No,No,no
7,6,7,6,Love tcg player. ,Product,5,79,12.84,No,No,no
7,7,7,7,Havnt done me wrong. Why think anything else?,Product,5,84,17.75,Yes,No,yes
5,6,5,5,"Generally things are hit and miss with an inkling towards slightly more 'hit' than not, but not by a whole lot.",Search,2,11,236.88,Yes,Yes,yes
6,4,7,6,"I haven't seen any information, motives, etc. but I am a happy customer so far. :) ",OrderComplete,1,6,199.76,No,No,yes
4,4,5,4,"I am not making this criticism out of anger or to be hurtful. TCGplayer has served me well many times. But since the pandemic, deliveries feel like they take much longer and are of less quality. This seems less the case with TCG direct, so maybe it is an unavoidable problem of opening up to other small sellers. Sometimes it takes much longer than it should to receive orders. I also heavily dislike the how liberally people post cards. Many times, people make misleading postings. We can't really report it unless we buy from them. But I have seen occasions where product boxes that are EMPTY being sold. and Unless you check the fine print, you won't see it. I worry about misleading claims like this. I don't have a list of the things I have seen. But it has been rather concerning. 
Wish you guys all the best. ",OrderComplete,2,26,6.7,No,No,yes
7,7,7,7,everything has been perfect so far since i have been buying from them and rescently selling. all in all a great place.,Search,2,31,42.36,No,No,yes
7,5,6,6,i have worked with tcgplayer support and found them to be fair ,HomePage,2,14,65.34,Yes,No,yes
5,6,4,6,This was kind of a waste of time to be honest… if o have problems they get fixed in a nearly efficient manner,OrderComplete,2,30,73.24,No,No,yes
4,4,4,4,Never purchased anything ,Product,2,7,193.66,Yes,No,yes
6,6,6,6,I get 95% of the cards i order. But some times i order a card and the company i order from doesnt have the card anymore. And refunds me my money. Which is perfect but i never figure out which card i ordered and didnt receive. ,Search,1,2,39.09,No,No,yes
6,5,4,4,"I've had a lot of instances in which I've not received a product I've ordered, and while they have been refunded, it's still been something that's happened, and is just annoying. ",Search,1,8,717.13,No,No,yes
3,3,5,5,Quit union busting.,Search,1,5,120.46,No,Yes,yes
7,7,7,7,I just really like shopping with TCGplayer idk :/,Search,2,42,12.32,No,Yes,yes
7,7,7,7,"I have gotten help in every incident I've had, at a shockingly fast rate for such a large platform. ",HomePage,1,58,0.84,No,No,yes
7,7,7,7,"ive always received good customer service, even when sending out emails, I receive quick replies and customer service once helped me through a problem with my account. they quickly resolved the issue.

  P.S. May I have a free goodie for completing this survey? uwu <3",Search,1,71,124.01,Yes,No,yes
6,5,6,7,Being able to have multiple carts and and more clearly see when and why a direct item will get shipped by a seller instead of through direct would be great ,Search,6,20,347.54,Yes,Yes,yes
6,4,7,7,They seem to support buyers which I like. ,OrderComplete,3,17,129.77,No,No,yes
4,4,5,5,Shopping can be a hassle at times,Infinite,2,24,62,No,Yes,yes
4,4,5,5,Why only US suscription?,Product,1,1,131.92,No,No,no
7,7,7,7,I do all my online MTG shopping through TCG. It's easy to find exactly what I need with little effort.,OrderComplete,5,5,110.93,No,No,no
4,7,4,7,"Tcg doesn't create, it facilitates. 

There doesn't seem to be a reason or potential to treat anyone differently. 

I've had amazing experiences with customer service resolutions of issues.

Everything I've read on the site is easy to understand. ",Product,2,23,35.36,No,No,yes
2,4,6,6,"Hey, this survey is about the illegal union intimidation y'all did, right? I'm not giving a higher score on the last question until the leadership responsible is removed. You know, because the crimes. I will feel more comfortable shopping here once justice is delivered to the employees whose rights to protected concerted activity were violated.",Search,1,38,474.98,No,No,yes
6,5,5,5,"I used to order all my magic singles from tcgplayer.com several years ago. After recently starting to play some card games with my boys we tried ordering some singles. In just a few orders we've already had multiple issues with shipping and actually receiving what we ordered. Just had to request a second refund, this time for an item not received, in just a few orders. The first refund request was because seller didn't ship correctly and post office wouldn't deliver the item until I went over and paid additional shipping for it that was more than the whole initial order. Not having very good experiences with the new tcgplayer.com marketplace.",OrderComplete,1,19,137.17,No,No,yes
7,5,7,7,I wish sales and promotion events were better advertised in advance,Infinite,2,90,70.34,No,No,yes
6,6,7,6,Just a solid website in general ,Search,1,4,592.12,No,No,no
7,4,7,7,I just would like to see more of tracking numbers to track my orders ,Product,5,24,154.55,No,No,yes
5,4,5,6,Ive had no qualms but no outstanding events either when working with tcgplayer,Search,4,100,36.55,No,No,yes
4,4,5,6,I’ve order cards a few times via TCGplayer. The site works really well. My only issue is with all of the new variants that MTG created it has been hard to find the correct variant of a card. Overall I would tell people to use the site but there are some quality of life improvements that could be added.,Product,2,67,0.19,No,No,yes
4,6,4,4,"i have only ordered from tcgplayer once, and i am awaiting for my order to arrive, so i feel that i cannot accurately answer the questions at this time. ",Product,2,126,36.06,No,No,yes
7,7,7,6,"I have been shopping on tcgplayer because I have founded much friendlier and better on price when it comes to buying Yugioh cards. I have been a customer back in 2020, and for 3 years I have trusted to do my card shopping on here when purchasing for specific cards, for specific decks we play. I also find the pricing and shipping much reasonable than purchasing for cards on eBay, Amazon, and any other sites that sells cards online. I really like the shipping’s and products I’ve received from sellers on here, and highly recommend others to do their card shopping on tcgplayer instead for purchasing specific cards then going in stores and not finding what it is that I’m looking for at a reasonable price.",Search,2,63,47.56,No,Yes,yes
3,4,3,5,"It's insane that you recommend TCG direct prices when they are 5x inflated, ie Transmute Artifact averaging ~$200 but being recommended at over $900. I think your cart optimization is terrible and almost always makes things more expensive, but you have always done right by me when a package didn't show/quality issues.",OrderComplete,4,61,37.81,Yes,No,yes
2,5,5,6,I heard TCG was blocking attempts by employees to from a Union.,Product,1,12,74.5,No,No,yes
4,4,5,4,"I don’t have experience on this website so I cannot give good answers to these questions, I will try this survey again in the future to update you",OrderComplete,2,15,95.02,No,No,yes
3,5,6,5,TCG would benefit and be a more seller friendly site if they would allow us to charge additional shipping costs on orders of 12 cards or more to allow for tracking without losing money on the order. Having 4 general tiers doesnt work well especially on larger orders,Search,1,97,33.99,No,No,no
5,5,6,5,Was cautious of some of the changes that have happened but all have turned out to not effect the quality of the product,HomePage,6,12,42.59,No,No,yes
7,7,7,7,"First time purchasing from this site, very well organized and prices fairer than other sites, if packages come in good condition I’ll solely shop from here for my card collections.",OrderComplete,5,122,58.4,Yes,Yes,yes
6,6,6,6,Since COVID restrictions have subsided Im not sure why there is still a 12-15 business day cushion for arrival of cards. It makes it almost unbearable to wait a month for one or two key cards for my new deck...,Search,1,72,16.22,No,No,yes
6,7,3,6,Would like to be able to talk to a live person about specific questions.,Product,1,23,96.4,Yes,No,yes
2,3,5,4,The reason I disagree on their motives is that they have consistently reduced percent back sales from non subscription accounts and excluding a group of people from benefits that should be equal across the board.,HomePage,4,29,47.67,No,No,yes
4,6,6,6,"I’ve used TCG player on and off over the years as a facilitator to get Yugioh cards, and I’ve always had a good experience. ",Search,1,1,155.19,Yes,No,yes
1,1,3,4,"The fiasco involving an unwillingness to acknowledge your union has tattered your reputation. Moreover, you are a subsidiary of a massive internet giant: eBay. It is difficult to openly trust such an organization.",Product,3,76,417.08,No,Yes,yes
7,5,6,4,"For the fourth question, I have never ordered a product, so I neither agree or disagree.",Search,4,19,16.57,No,No,yes
7,7,4,4,"This is my first interaction with TCGPlayer in a good long while, so take my responses with a grain of salt.",OrderComplete,1,8,143.19,No,No,yes
4,3,6,4,"I like TCGplayer but I missed out on over $6000 because they won't communicate with me about cash back days. Also I have issues where carts often fail to checkout 4-5 times, and every single time they fail I get charged like $3000 on my card as a pending charge. These take like 5 days to disappear and really stall up my ability to do business",OrderComplete,1,33,121.25,No,No,yes
1,1,1,1,I have been a customer for many years,Product,1,99,21.57,No,No,yes
6,5,7,6,"I have had an overall pleasant experience, but I have likely not experienced enough to give solid input on most things.",HomePage,1,2,2125.61,No,No,yes
7,7,7,7,your just the best site for cards period,HomePage,2,29,426.96,Yes,Yes,yes
6,4,5,6,"I have no reason to distrust TCG. It would be most helpful if the site had a sort of Catalina of all Pokémon cards, even those not sold at the moment. ",Product,1,52,34.91,No,No,yes
4,1,1,2,"I understand that it is not always within TCGPlayer/Ebay's control as to the ""current shipping environment"", but allowing sellers nearly 2 weeks to mark an item or to have an item in the mail is unacceptable at this point. ",Product,8,108,695,Yes,No,yes
7,7,7,7,They are great. 11/10. 5 stars.,Product,1,9,27.51,Yes,No,no
4,4,5,7,just a good service. the standard for what it is,HomePage,1,27,11.96,No,No,yes
1,3,5,1,"Generally, transactions are good, but sometimes sellers pull a fast one and the buyer has to sit on their hands for a fix.",Search,3,27,174.93,No,No,yes
4,4,4,6,I get cards,Product,3,52,152.68,No,No,yes
5,6,5,6,Only interaction i have ever had with tcgplayer is through the website. I have not contacted support so will be unable to rate the human services. ,HomePage,1,55,8.44,Yes,Yes,yes
5,6,6,6,"i have as a buyer, overall had good experience with the company, and the rare times i've ever had a dispute or problem, the seller or tcg player has made right.",Search,7,146,96.12,Yes,Yes,yes
7,5,7,7,"I have satisfaction when it comes to TCGplayer. Every time I order a card, it comes in perfect condition, quickly.",Search,1,128,31.15,No,No,yes
7,6,6,6,"I'm fairly new to the tcgplayer scene, but so far I am on the line with your practices",Product,4,40,62.27,No,No,yes
4,4,6,4,First time doing business with you guys in a while. I tried this bulk order about 10 times before it processed successfully ,OrderComplete,2,19,181.75,No,No,yes
7,7,7,7,So far my experience with TCGPlayer has been great and my expectations were exceeded.,OrderComplete,1,19,37.32,No,No,yes
7,7,7,7,I LOVE TCGPLAYER IT CONNECTS ME TO SO MANY AMAZING SELLERS FOR SUCH LOW PRICES ITS AMAZING,Search,1,103,19.98,No,No,yes
5,6,6,5,N/A,Product,2,23,362.46,No,No,yes
7,7,7,7,new to magic and have been able to see cards that I come across. Also ordering is super easy and for the most part quick.  It makes getting into the hobby so much easier.,Product,1,2,66.83,No,No,yes
4,5,5,5,Service could be better,Product,4,17,367.17,No,No,yes
7,7,7,7,"I love you guys but please, please, please can we get the order screen formatted for mobile like the rest of the site. Great job otherwise.",HomePage,1,21,69.49,No,No,yes
7,7,6,6,TCG ARE GREAT. The problem is with seller most of the times and not communicating. ,OrderComplete,2,26,421.29,Yes,Yes,no
4,4,7,6,it's VERY cumbersome to get my monthly sales tax payments to be returned to me as store credit.  It's a manual process that used to be run in the first week of a month and now seems to run on the 3rd week because they can't figure out how to automate it properly.,Product,2,31,41.97,Yes,No,yes
4,4,4,4,It ight,Search,7,55,144.06,No,No,yes
7,7,7,6,Pretty good experience,Product,6,1,571.94,No,Yes,no
4,7,7,7,"I don't understand the question about empathy and kindness.  Your motivation is always to make money, so every decision you make is with that in mind.  It's a little silly to think that your company cares about me on a personal level.  Maybe pick a better way to ask whatever it is you wanted to ask.",Product,5,77,16.9,No,No,yes
3,2,3,4,I do t think you create anything or care about the players of less popular card games,Search,2,112,223.07,No,No,yes
5,6,7,7,TCGplayer is the best!!!!1!!1!,HomePage,1,105,8.81,No,No,yes
6,7,7,4,New to the business,HomePage,1,6,219.36,No,No,yes
6,7,6,6,"TGC player has always shown the best prices for everyone, and has never made it more than it is which is providing people with the games they love, and ultimately connecting people with their shard love. ",Search,1,8,55.76,No,Yes,yes
5,6,6,7,"Have not interacted with support, so will be unable to rate the human interactions. I do find the website reliable to find and price cards that i an looking for. The website is organized really well with its different games having different sorting selections. Able to see a wide range of others stores pricing of the same cards shows a level of transparency. However there are fluctuations with when selecting products between different package options. Often times having multiple packages will be cheaper then only getting the cards from tcgplayer. Overall great website to search but not always the best value to buy from.  ",HomePage,1,65,47.95,Yes,No,yes
4,5,6,7,"Great communication and customer service, A+ in those fields. Unionizing would be great, and there haven't been many bonus buck days for singles this year, or I haven't been notified of them if they did happen",Product,3,88,11.7,Yes,No,yes
4,4,5,4,Don't know enough about tcgplayer to answer ,Search,11,103,330.89,Yes,Yes,yes
6,7,6,6,All good thx,OrderComplete,1,22,160.98,No,No,yes
6,6,1,6,The only one that needs explaining is question 2. I believe while I do use the tcg player monthly subscription service often times tcg approved cards are way above the price they should be. Not to mention individual sellers often times get product to me faster than tcg can. A service of of 14 dollars a month should AT A MINIMUM include faster shipping. Especially when the cut back of your consumers is sometimes pennies IF they're luck.,Product,1,10,52.51,No,No,yes
6,5,7,6,"I’ve never had any issues with TCG Player, but increased transparency is always appreciated.",OrderComplete,1,20,18.64,No,No,yes
3,6,5,5,It’s a business to make money. Normal business practices ,Product,4,38,50.4,No,No,yes
7,7,7,7,"I have shopped with TCG player for a while now and in the only few instances I ran into hiccups or issues, they have quickly been fixed, I always trust them when shopping for magic cards and I always recommend them to friends looking to buy as well.",OrderComplete,3,104,14.93,No,No,yes
6,6,6,6,"I have had no bad experience on TCGplayer, VERY NICE",Search,3,125,32.07,No,No,yes
4,4,4,6,"I’ve been buying from TCGplayer for the better part of a decade.  Most of my packages have made it to me in tact and the ones that did not make it to me were refunded to me by the sellers with no issue.  I don’t pay attention to much else regarding the site.  I think the buying process should be more user friendly.  When I shop I sometimes find that the most expensive versions of cards are prioritized.  To those unaware of rarity/sets/special prints they can be very much turned away by the process and perceived cost of the product.  Overall though I see myself using TCGplayer.com for the foreseeable future, especially since my local game store is listed as a seller here.",HomePage,2,9,209.6,No,No,yes
7,7,5,5,"It's cheaper than card kingdom but I've had more account problems and order issues than any other website, that's the only thing holding it back for me. ",HomePage,1,1,24.18,No,No,no
4,6,6,6,I order what I want and I get it in a fair amount of time and get the products in decent shape. Don't need to talk to anyone just click.,Search,2,64,501.62,No,Yes,yes
4,4,1,1,I get what I ordered and it shows up in the stated condition. 👍,OrderComplete,2,4,646.77,No,No,yes
6,7,4,6,"I have had no issues, As a broker tcgplayer has been perfect.",Search,2,3,26.16,Yes,No,no
6,6,6,6,Have never had a bad experience.  Only had one issue and TCGPlayer was swift to review and applied a resolution.,Search,3,36,327.92,No,No,yes
6,4,5,5,"While shipping from a 3rd Party seller is usually faster, it takes 2-3x as long for orders placed to TCGPlayer to be fulfilled and shipped so I can get a card from a 3rd party seller in 3-5 days and usually have to wait 2 weeks for an order from TCGPlayer itself. That IMO is unacceptable for such a large company, especially one with as many resources as TCGPlayer. ",Search,2,15,187.31,Yes,Yes,yes
4,7,7,7,I have been happy with the shipments and prices.  Thanks ,Search,1,1,129.16,No,No,yes
3,6,6,6,TCG always generally takes the side of the buyer over the seller enabling people to scam us by lying about condition or other reasons to ask for refunds or a lower price than paid. We are expected just to comply and agree less we get warned about conduct.,Product,3,13,312.4,No,Yes,yes
5,5,7,4,TCGplayer is just overall a great place to buy cards or product,OrderComplete,1,31,8.96,No,No,no
4,6,6,7,"I've only ever had positive experiences, for as long as I've used the website, Its been years now, every seller I've ever communicated with has been amazing",OrderComplete,2,60,99.93,No,No,yes
4,4,4,6,very rarely have I had bad experience with getting a card.,Search,1,21,17.26,No,No,yes
5,5,5,5,There is always room for improvement.,Product,1,1,78.21,No,No,no
4,4,4,5,I don't give a fuck about any of this shit. Offer good prices on cards and keep shithead sellers who don't deliver off of the platform. I do not care what goes on behind the scenes. ,HomePage,1,2,115.36,No,No,yes
7,6,7,7,My experience has been extremely positive and the site is one of my main go to sites for info and purchases.,Product,1,63,22.07,No,No,yes
5,6,7,6,Good service,HomePage,1,13,4.37,Yes,No,no
7,7,7,7,"tcgplayer has the cards I'm looking for from different cardshops
",Product,4,67,59.7,No,No,yes
7,6,6,6,"as a long time user of Tcgplayer mainly as a buy and recently as a seller, i can say ive never had any trouble with tcgplayer themselves, but any trouble ive had has always been resolved quickly, politely and most of with most due respect you cant find on most other places, hence why im still a long time user of tcgplayer, and will remain so for as long as i am able, especially now that im an uncle and planning on getting my niece and nephew into TCG's ",Product,4,42,72.37,No,No,yes
4,5,6,5,I have had 3 bad experiences with tcg so it's hard to fully agree,Product,2,18,42.39,Yes,No,yes
7,7,7,7,I spend a lot of money on this site and have always been blown away with your service. The cards I buy come in a timely manner and in the condition I expect. If there is an issue it's handled instantly. A++,Search,1,7,102.37,No,No,no
4,4,6,6,My only complaint is that most vendors on this site do not ship to Canada but that just comes with the curse of being Canadian,Product,1,2,364.75,No,No,yes
7,7,6,7,I have had multiple sellers not send items but TCG backs me up and refunds me. I would like tcg to take action on these sellers if not already. Hate waiting 3 weeks and fund out my cards do not arrive.,Search,2,19,413.5,No,No,no
6,5,7,6,"You are a good company, I just wish you weren’t anti-union",HomePage,1,6,763.15,No,No,yes
7,6,5,6,Its easy to order,Search,2,63,260.92,No,No,yes
6,6,6,6,Would have been perfect but I ordered two copies of sekkas light and they never showed up,Search,1,6,210.48,No,No,no
3,4,5,5,"As for the first statement, empathy and kindness I don’t believe that’s really a thing done as most responses from tcgplayer are automated or come across very preemptively prepared and generic. The treat everyone equally I have no reason to believe otherwise.
The 2nd statement I somewhat agree with in that you offer a large marketplace as well as community articles to inform customers about on going events and products. However, I strongly believe you should implement a decisive method of shipping for your sellers as to avoid continually damaged and or missing product, as well as false information about whether or not the products in question were in fact ever shipped. Basically a better screening process for your sellers with firm rules of operation as to not reflect poorly on the marketplace itself but the actual sellers who would then be removed.
The 3rd statement I am unsure of either way so left a neutral feedback.
The 4th statement I would say that yes you typically do deliver on promises of resolution, however it should be taken into account price increases/decreases that make the seller hold or resell sold items at higher prices and defraud customers who had ordered items at a lower value. Personally, an item I had ordered gained popularity and shot up in price and I never received it just an empty envelope. I was refunded but having to wait a month meant the price was doubled.",Infinite,1,1,46.6,No,No,no
7,7,7,7,Ive been using TCGplayer for years and had only minor issues. They were always resolved by a responsive customer service. ,Product,5,82,157.54,No,No,yes
4,4,4,4,n/a,Search,1,1,51.53,No,No,yes
6,6,6,6,"I agree with the above mentioned statements. I would like to see sales for non-subscription shoppers. I miss the days of 8%, 10% and even 15%  bonus bucks.",Search,2,91,7.72,No,No,yes
7,7,7,7,It’s a great website.,Search,3,110,152.06,Yes,No,yes
6,6,6,5,"Ive had a few snafus in the past, but otherwise reliable delivery with good quality products.",OrderComplete,4,114,35.47,No,No,yes
7,7,7,7,TCGPlayer has been an amazing platform and service to use. Love to come to this page all the time. ,Search,1,2,160.94,No,No,yes
7,7,7,6,"Overall great experience with TCG Player. A couple of packages have arrived late after getting stuck in transit, but that is in no way TCG Player’s fault.",Product,1,124,51.39,Yes,No,yes
2,3,4,4,Let your employees unionize,Search,5,31,145.11,Yes,Yes,yes
6,7,6,5,"I have had only one poor experience in 3 years, great company keep it up.",Search,1,8,15.19,No,No,yes
6,7,6,6,"im a new customer and I can say I love the way this handle things here, and how everything is so easy to find!",Search,1,10,98.8,Yes,Yes,yes
4,5,5,4,Website has bugs that need to be fixed. Shouldn't have to re enter my payment info several times until it works. ,OrderComplete,1,1,929.27,No,Yes,yes
7,7,7,7,positive experiences! Wish that the tcg direct logo would show on eligible items in my save for later though.,Product,1,1,929.27,No,Yes,yes
1,2,2,2,Stop union busting and maybe I'll buy from you again,Product,2,3,122.69,No,No,yes
4,7,7,7,I haven’t interacted with anyone who works for tcg player I just buy cards here sometimes so I didn’t really know how to answer on if they are kind or empathetic ,Product,1,21,23.44,No,Yes,yes
6,6,6,6,"It would be perfect.... except, frequently when I order cards that have free shipping.... mysteriously, I am still charged shipping with no explanation.   Everything else is wonderful.",OrderComplete,2,21,17.58,No,No,yes
6,7,6,6,"I have used TCGplayer as a consumer and seller for the past few years and have found it easy to find what you're looking for with an understandable and fast UI, and customer support responds quickly whenever I have a problem.",HomePage,3,119,76.33,No,Yes,yes
4,4,6,5,The first two questions did not apply to me and I have had zero experience with either one ,Product,1,42,10.69,No,No,yes
5,3,5,5,you post tcg direct sellers that are sometimes priced multiple dollars over the next verified seller who has just as many sales and good reviews just isnt a direct... kinda shady when its the same card from a verified seller and gold star seller but like 5-10 bucks less than the advertised main page card but youd never know unless you scrolled down to look...,Search,1,77,59.48,No,No,yes
7,7,7,6,I’m very impressed with my experiences with TCGPlayer thus far! Thanks for great interactionsn ,Search,1,1,99.11,No,No,no
6,6,6,6,I have never had a problem. I have spent thousands on this site and every issue I have ever had was taken care of with haste :) ,HomePage,1,3,322.29,No,No,yes
7,6,7,6,A majority of my experiences on tcgplayer have been positive and even when there was issues tcgplayer tried their best to help fix it.,Product,1,9,11.11,Yes,No,no
7,7,7,6,"Initial prices don't match after choosing an item. In addition, some items show free shipping - then charge shipping at checkout (yes - I was sure to check that there was not a minimum for free shipping).",Product,5,56,121.75,No,No,yes
4,5,5,6,Please allow users to create and manage a favorite seller list then filter results by sellers contained in there favorite stores/sellers list. ,Product,5,78,224.6,No,Yes,yes
7,7,7,7,Have had a couple of issues in the past and tcgplayer was incredibly helpful in fixing those situations!,OrderComplete,1,1,2.7,Yes,No,no
6,7,7,7,Ive had no issues with my packages nor the cards I ordered ,Product,4,3,143.01,No,No,no
7,7,7,7,"As a seller as well as a buyer I can say TCG Player has NEVER left me feeling scammed. I have had quite a few unusual occurrences but I feel that the moderators keep a close eye on everyone to make sure they are aware of the honest issues vs the dishonest users.
Only issue are the steep fees as a seller but again, AMAZING customer service makes the difference. Allowing me to use the site in confidence! ",Product,1,1,708.83,No,Yes,yes
6,6,6,6,Fairly new to TCG so I'm still happy with it so far,Search,1,52,21.41,Yes,No,no
7,7,7,7,Never had a poor experience when ordering through TCGPlayer and continue to order through them as the need arises. Individual card prices are better than most competitors ,Product,1,43,187.1,Yes,Yes,yes
5,3,5,6,"Compared to other TCG websites, I feel TCGPlayer is more difficult to navigate and purchase singles. The frustration lies with sorting through different versions of the same card. And each have I different price. I come here more for sealed product. ",Search,4,34,250.78,Yes,Yes,yes
7,6,7,6,Good,Product,2,27,45.28,No,No,yes
6,7,7,7,"I've had consistently good service from both the site and it's vendors. Where answered ""agree"" is only because I don't see nor meet people personally but I would just assume Tcg players treats people well because of how I've been treated.",Search,1,3,208.3,Yes,No,yes
6,5,7,7,"1. The question itself wasn't very clear, and I think that's what they were asking, so I put it lower. Most of the time I don't need help, but sometimes things are confusing, like the direct program.
2. I don't think you've ever not delivered. Sometimes that's just the person mailing stuff.
3. I mean, It's the best one at tcg stuff, right?
4. I think you treat buyers better than sellers some times, but I don't know how sellers feel.",Product,3,26,475.92,No,No,yes
7,6,6,7,I just like TCGPlayer. Simple as that.,Search,1,47,114.98,No,No,yes
4,6,6,6,Good website,Product,2,22,84.99,No,Yes,yes
3,5,6,6,I've never had any problems ordering from this site. It does what I need.,Product,2,20,185.4,No,Yes,yes
7,7,7,7,It's a great buyer and seller experience wouldn't go elsewhere 5 stars!,Product,2,2,7426.62,No,Yes,no
7,7,7,7,I've yet to have a bad experience and would hope it doesn't happen. I enjoy visiting the site and looking through as it's made so easy to navigate and search what's needed.,OrderComplete,1,27,136.23,Yes,No,yes
6,4,7,7,Tcg player has always provided efficient service.,Product,1,17,61.95,No,No,yes
3,3,3,3,"Hurry up and bring back shipping to Australia you cowards, I'm being discriminated against because I live in upside down land and everywhere else still ships to Australia ",HomePage,1,10,201.64,No,No,yes
